Epoch,Train Accuracy
0,0
1,96.275
2,96.275
3,97.678625
4,96.87599
5,96.3333333334
6,97.6785714714
7,95.634625
8,97.72566666666666
9,98.001678454
10,97.90318181818183
11,96.13541112216666
12,96.6923076923
13,96.1428571429
14,96.266667
15,96.60
16,96.0956138823529
17,95.7744444444444
18,94.0098947368421
19,93.923
20,97.4761904762
21,96.27273
22,96.2826565217
23,96.56341209832
24,97.2501166
25,97.3076923
26,97.62962963379629
27,97.14285709821429
28,96.875
29,96.6667
30,96.06451615725828
31,95.9
32,95.49212121262121
33,95.70588235599264
34,95.64285769142857
35,95.5779
36,95.36565662162
37,95.28947362868422
38,95.46153846361539
39,95.640
40,95.49902440000
41,95.50263419047619
42,95.7209
43,95.64
44,95.0008889
45,95.331343434044
46,95.80851
47,95.35416
48,95.567591836735
49,95.917
50,95.684624
51,95.3498142351
52,95.5508940174
53,95.1111111111129
54,95.37481759343118
55,95.57142857540178
56,95.47544
57,95.1534642356512
58,95.82012
59,96.451963
60,96.5
61,96.484375
62,96.47817460317461
63,96.42137096774194
64,96.0
65,96.51268115942028
66,96.12
67,96.46139705882352
68,96.39423076923077 
69,96.51785714285714
70,96.52288732394366
71,96.785634
72,96.35323112
73,96.5371621621
74,96.08371523531278
75,96.64802537765113
76,96.5
77,96.9
78,96.14327603
79,96.0715836036
80,94.15331964522334
81,93.11121874028442
82,90.197
83,92.33333346145833
84,92.66470588235417
85,92.55813958430232
86,92.54367816092876
87,92.40449437727273
88,92.523876
89,92.5625
90,94.0000012
91,94.5452312742354
92,95.9999942910465
93,95.95744687087765
94,95.743463159
95,95.71223958334
96,95.7732
97,95.94702517232393
98,95.0
99,95.125
100,92.800000
101,93.12
102,96.2135922336626
103,96.67056074766354
104,96.69
105,96.63207547668169
106,96.66466346153845
107,96.52034232
108,96.7423413
109,96.1121242367
110,96.232323567867
111,96.873452
112,96.12563876053228
113,96.128956
114,96.5
115,96.5
116,96.5
117,96.80000914233211
118,96.56508264462809
119,96.58613445378151
120,96.45
121,96.5000
122,96.238671875
123,96.52217741935483
124,96.45
125,96.56762295081968
126,96.873452
127,96.70748031496062
128,96.9072868217055
129,96.4623076923077
130,96.12175572519083
131,96.94518939393939
132,96.20157894736842
133,96.501940298507
134,96.46574074074075
135,96.2246323529412
136,96.07317518248175
137,96.1421159420289
138,96.139568345323
139,96.4002857142857
140,96.11111134751773
141,96.36676742816901
142,96.6923077
143,96.366666
144,96.3522221228967
145,96.45206
146,96.5
147,96.37837837
148,96.396
149,96.3125098741224
150,96.0
151,96.29934210526315
152,96.33487654320987
153,96.28652597402598
154,96.33487654320987
155,96.31410256410257
156,96.31767515923568
157,96.33487654320987
158,96.3246855345912
159,96.34765625
160,96.35093167701864
161,96.52777777777
162,96.31901840490798
163,96.34146341463415
164,96.36363636363636
165,96.3855421686747
166,96.29934210526315
167,96.39136904761905
168,96.39423076923077
169,96.39705882352942
170,96.41812865497076
171,96.42078488372093
172,96.44147398843931
173,96.29934210526315
174,96.48214285714286
175,96.50213068181817
176,96.52189265536724
177,96.54143258426966
178,96.29934210526315
179,96.52777777777779
180,96.54696132596685
181,96.54876373626374
182,95.56762295081968
183,96.51834239130434
184,95.53716216216216
185,95.52217741935483
186,95.29934210526315
187,95.54255319148936
188,95.54431216931218
189,95.52960526315789
190,95.54777486910994
191,95.54947916666666
192,95.56735751295336
193,95.3855421686747
194,95.55448717948718
195,95.57206632653062
196,95.55774111675127
197,95.55934343434343
198,95.3855421686747
199,95.578125
200,95.54850746268657
201,95.55012376237624
202,95.53504184100419
203,95.56862745098039
204,95.5548780487805
205,95.57160194174757
206,95.53504184100419
207,95.54447115384616
208,95.5311004784689
209,95.45833333333333
210,95.3855421686747
211,95.47700471698113
212,95.49354460093896
213,95.53504184100419
214,95.49709302325581
215,95.4699074074074
216,95.53504184100419
217,95.3855421686747
218,95.3755707762557
219,95.39204545454545
220,95.39423076923077
221,95.41047297297297
222,95.41255605381166
223,95.41462053571429
224,95.43055555555556
225,95.4325221238938
226,95.44823788546255
227,95.46381578947368
228,95.4519650655022
229,95.46739130434783
230,95.48268398268398
231,95.4709051724138
232,95.48605150214593
233,95.48771367521367
234,95.50265957446808
235,95.51747881355932
236,95.51898734177216
237,95.3855421686747
238,95.53504184100419
239,95.5234375
240,95.49896265560166
241,95.48760330578511
242,95.50205761316872
243,95.50358606557377
244,95.49234693877551
245,95.4939024390244
246,95.4827935222672
247,95.47177419354838
248,95.46084337349397
249,95.475
250,95.47659362549801
251,95.49057539682539
252,95.49209486166008
253,95.48129921259843
254,95.47321428571428
255,95.47216796875
256,95.47373540856032
257,95.4874031007752
258,95.48889961389962
259,95.53504184100419
260,95.47321428571428
261,95.49332061068702
262,95.50665399239544
263,95.47253787878788
264,95.4622641509434
265,95.46381578947368
266,95.47705992509363
267,95.47321428571428
268,96.4567843866171
269,95.4699074074074
270,95.48293357933579
271,95.53504184100419
272,95.47435897435898
273,95.47582116788321
274,95.47727272727272
275,95.484375
276,95.48014440433214
277,95.45908273381295
278,95.4605734767025
279,95.47321428571428
280,95.47464412811388
281,95.47321428571428
282,95.49955830388693
283,95.5118838028169
284,95.50219298245614
285,95.48164335664336
286,95.48301393728222
287,95.484375
288,95.37896825396825
289,95.4978448275862
290,95.48840206185567
291,95.37896825396825
292,96.48037542662115
293,95.49234693877551
294,95.5042372881356
295,95.484375
296,95.4436026936027
297,96.44505033557047
298,96.42558528428094
299,96.41666666666666
300,96.41818936877077
301,96.41970198675497
302,96.43151815181518
303,96.43297697368422
304,96.42418032786885
305,96.37896825396825
306,96.39657980456026
307,96.40827922077922
308,96.3794498381877
309,96.37096774193549
310,96.38263665594855
311,96.38421474358975
312,95.38578274760383
313,95.38734076433121
314,95.37896825396825
315,94.37064873417721
316,95.35252365930599
317,95.4843
318,95.32641065830721
319,94.328125
320,94.32982866043614
321,96.33152173913044
322,96.31385448916409
323,94.31558641975309
324,94.3076923076923
325,94.30943251533742
326,94.31116207951071
327,94.31288109756098
328,94.32408814589665
329,94.31628787878788
330,94.327416918429
331,95.31965361445783
332,95.31193693693693
333,95.30426646706587
334,95.30597014925372
335,92.31696428571429
336,92.32789317507418
337,94.32026627218934
338,94.3126843657817
339,95.32352941176471
340,95.30681818181817
341,95.31761695906432
342,95.31013119533527
343,95.2936046511628
344,95.28623188405797
345,95.29696531791907
346,95.30763688760807
347,95.31824712643679
348,95.31984240687679
349,95.33035714285715
350,95.33190883190883
351,95.34232954545455
352,95.35269121813032
353,95.32768361581921
354,95.32922535211267
355,95.33075842696628
356,95.32352941176471
357,95.3163407821229
358,95.31789693593315
359,95.4875
360,95.3123268698061
361,95.30524861878453
362,94.28099173553719
363,94.29120879120879
364,93.29280821917808
365,93.30293715846994
366,93.31301089918256
367,93.30604619565217
368,93.3160569105691
369,93.29222972972973
