Epoch,Train Accuracy
370,93.32448186528497
371,93.31216397849462
372,93.33507853403141
373,93.30681818181817
374,92.31666666666666
375,92.32646276595744
376,92.32791777188329
377,92.33763227513228
378,92.33905013192611
379,92.33223684210527
380,92.34186351706036
381,94.33507853403141
382,95.33648825065274
383,94.32161458333334
384,94.33507853403141
385,92.32448186528497
386,92.31666666666666
387,92.3397355163728
388,92.31266066838047
389,92.12121
390,92.4
391,92.31696428571429
392,92.800720
393,92.6012603542132
394,92.3370253164557
395,92.33838383838383
396,92.3397355163728
397,92.31696428571429
398,94.8784545
399,95.1423
400,96.9482441277
