Epoch,Train Accuracy
0,0
1,82.875
2,84.875
3,82.65625
4,82.875
5,82.39583333333334
6,82.76785714285714
7,84.65625
8,94.91666666666666
9,88.125
10,89.44318181818183
11,88.13541666666666
12,88.35576923076923
13,88.09821428571429
14,88.29166666666667
15,88.4609375
16,88.42647058823529
17,90.56944444444444
18,90.5328947368421
19,88.5
20,88.61904761904762
21,88.72727272727273
22,87.28260869565217
23,87.13541666666666
24,87.25
25,87.35576923076923
26,87.33796296296296
27,87.09821428571429
28,87.875
29,87.66666666666667
30,90.57258064516128
31,90.38671875
32,90.49621212121212
33,90.59926470588235
34,90.69642857142857
35,90.52777777777779
36,90.62162162162163
37,90.62828947368422
38,90.63461538461539
39,90.640625
40,90.4939024390244
41,92.50297619047619
42,93.43895348837209
43,92.44886363636364
44,93.38888888888889
45,93.33152173913044
46,93.4095744680851
47,93.35416666666666
48,94.36479591836735
49,95.375
50,95.44607843137256
51,95.51442307692307
52,96.4622641509434
53,96.4699074074074
54,96.5340909090909
55,96.54017857142857
56,95.49122807017544
57,95.55172413793103
58,95.5572033898305
59,95.45833333333333
60,94.46516393442623
61,94.42137096774194
62,94.47817460317461
63,94.484375
64,94.39423076923077
65,94.40151515151516
66,94.45522388059702
67,94.46139705882352
68,94.51268115942028
69,94.51785714285714
70,94.52288732394366
71,96.57118055555556
72,96.57534246575342
73,96.53716216216216
74,96.58333333333333
75,96.58717105263158
76,96.5909090909091
77,96.59455128205127
78,96.59810126582279
79,96.6015625
80,96.60493827160494
81,96.5701219512195
82,96.57379518072288
83,96.61458333333334
84,96.61764705882354
85,96.58430232558139
86,96.58764367816092
87,96.55539772727273
88,96.52387640449437
89,96.5625
90,96.60027472527473
91,96.63722826086956
92,96.67338709677419
93,96.70877659574468
94,96.74342105263159
95,96.71223958333334
96,96.7139175257732
97,96.61989795918367
98,96.65404040404042
99,96.6875
100,96.68935643564357
101,96.7218137254902
102,96.6626213592233
103,96.66466346153845
104,96.69642857142857
105,96.66863207547169
106,96.67056074766354
107,96.67245370370371
108,96.67431192660551
109,96.5909090909091
110,96.59346846846847
111,96.62388392857143
112,96.62610619469027
113,96.62828947368422
114,96.6304347826087
115,96.63254310344827
116,96.60790598290599
117,96.61016949152543
118,96.58613445378151
119,96.58854166666667
120,96.56508264462809
121,96.56762295081968
122,96.5701219512195
123,96.52217741935483
124,96.45
125,96.42857142857143
126,96.40748031496062
127,96.38671875
128,96.41472868217055
129,96.4423076923077
130,96.42175572519083
131,96.42518939393939
132,96.38157894736842
133,96.33861940298507
134,96.36574074074075
135,96.39246323529412
136,96.37317518248175
137,96.37681159420289
138,96.38039568345323
139,96.38392857142857
140,96.38741134751773
141,96.36883802816901
142,96.39423076923077
143,96.35416666666666
144,96.35775862068967
145,96.38270547945206
146,96.36479591836735
147,97.34712837837837
148,96.3506711409396
149,97.3125
150,97.31622516556291
151,97.29934210526315
152,97.3031045751634
153,97.28652597402598
154,97.31048387096774
155,97.31410256410257
156,97.31767515923568
157,97.34098101265823
158,97.3246855345912
159,97.34765625
160,97.35093167701864
161,97.33487654320987
162,97.31901840490798
163,97.34146341463415
164,97.36363636363636
165,96.3855421686747
166,96.38847305389223
167,96.39136904761905
168,97.39423076923077
169,97.39705882352942
170,95.41812865497076
171,95.42078488372093
172,97.44147398843931
173,96.46192528735632
174,96.48214285714286
175,96.50213068181817
176,96.52189265536724
177,96.54143258426966
178,96.52583798882681
179,96.52777777777779
180,96.54696132596685
181,96.54876373626374
182,96.56762295081968
183,97.51834239130434
184,96.53716216216216
185,95.52217741935483
186,94.54077540106952
187,94.54255319148936
188,94.54431216931218
189,94.52960526315789
190,93.54777486910994
191,93.54947916666666
192,97.56735751295336
193,97.5367268041237
194,97.55448717948718
195,97.57206632653062
196,97.55774111675127
197,97.55934343434343
198,97.5609296482412
199,97.578125
200,97.54850746268657
201,97.55012376237624
202,97.55172413793103
203,96.56862745098039
204,96.5548780487805
205,96.57160194174757
206,96.57306763285024
207,96.54447115384616
208,96.5311004784689
209,96.45833333333333
210,96.46030805687204
211,96.47700471698113
212,96.49354460093896
213,96.48072429906543
214,96.49709302325581
215,96.4699074074074
216,96.41417050691244
217,96.41628440366972
218,96.3755707762557
219,96.39204545454545
220,96.39423076923077
221,96.41047297297297
222,96.41255605381166
223,96.41462053571429
224,96.43055555555556
225,96.4325221238938
226,96.44823788546255
227,96.46381578947368
228,96.4519650655022
229,96.46739130434783
230,96.48268398268398
231,96.4709051724138
232,96.48605150214593
233,96.48771367521367
234,96.50265957446808
235,96.51747881355932
236,92.51898734177216
237,94.53361344537815
238,94.53504184100419
239,94.5234375
240,95.49896265560166
241,97.48760330578511
242,97.50205761316872
243,97.50358606557377
244,97.49234693877551
245,97.4939024390244
246,97.4827935222672
247,97.47177419354838
248,97.46084337349397
249,97.475
250,97.47659362549801
251,97.49057539682539
252,97.49209486166008
253,97.48129921259843
254,97.49509803921569
255,97.47216796875
256,97.47373540856032
257,97.4874031007752
258,96.48889961389962
259,96.50240384615385
260,96.50383141762453
261,96.49332061068702
262,96.50665399239544
263,96.47253787878788
264,97.4622641509434
265,97.46381578947368
266,97.47705992509363
267,97.4668843283582
268,97.4567843866171
269,97.4699074074074
270,97.48293357933579
271,97.47288602941177
272,96.47435897435898
273,96.47582116788321
274,95.47727272727272
275,95.47871376811594
276,95.48014440433214
277,97.45908273381295
278,96.4605734767025
279,96.47321428571428
280,96.47464412811388
281,96.48714539007092
282,97.49955830388693
283,96.5118838028169
284,96.50219298245614
285,97.48164335664336
286,96.48301393728222
287,96.484375
288,96.48572664359861
289,96.4978448275862
290,96.48840206185567
291,96.47902397260275
292,96.48037542662115
293,96.49234693877551
294,96.5042372881356
295,96.484375
296,97.4436026936027
297,97.44505033557047
298,97.42558528428094
299,97.41666666666666
300,98.41818936877077
301,96.41970198675497
302,96.43151815181518
303,98.43297697368422
304,96.42418032786885
305,96.42565359477125
306,96.39657980456026
307,96.40827922077922
308,96.3794498381877
309,95.37096774193549
310,96.38263665594855
311,96.38421474358975
312,96.38578274760383
313,96.38734076433121
314,96.37896825396825
315,96.37064873417721
316,96.35252365930599
317,96.33451257861635
318,96.32641065830721
319,96.328125
320,96.32982866043614
321,96.33152173913044
322,96.31385448916409
323,96.31558641975309
324,96.3076923076923
325,96.30943251533742
326,96.31116207951071
327,96.31288109756098
328,96.32408814589665
329,96.31628787878788
330,96.327416918429
331,96.31965361445783
332,96.31193693693693
333,96.30426646706587
334,96.30597014925372
335,96.31696428571429
336,96.32789317507418
337,96.32026627218934
338,96.3126843657817
339,97.32352941176471
340,97.30681818181817
341,97.31761695906432
342,97.31013119533527
343,97.2936046511628
344,97.28623188405797
345,97.29696531791907
346,97.30763688760807
347,97.31824712643679
348,97.31984240687679
349,97.33035714285715
350,97.33190883190883
351,97.34232954545455
352,97.35269121813032
353,96.32768361581921
354,96.32922535211267
355,96.33075842696628
356,97.32352941176471
357,97.3163407821229
358,97.31789693593315
359,97.31944444444444
360,97.3123268698061
361,97.30524861878453
362,97.28099173553719
363,97.29120879120879
364,97.29280821917808
365,96.30293715846994
366,97.31301089918256
367,97.30604619565217
368,98.3160569105691
369,98.29222972972973
370,98.30222371967655
371,98.31216397849462
372,97.30529490616621
373,97.30681818181817
374,97.31666666666666
375,97.32646276595744
376,97.32791777188329
377,97.33763227513228
378,97.33905013192611
379,97.33223684210527
380,97.34186351706036
381,97.33507853403141
382,97.33648825065274
383,97.32161458333334
384,97.33116883116884
385,97.32448186528497
386,96.32590439276485
387,96.32731958762886
388,96.31266066838047
389,97.31410256410257
390,97.31553708439897
391,97.31696428571429
392,96.32633587786259
393,96.32772842639594
394,97.3370253164557
395,97.33838383838383
396,97.3397355163728
397,97.34108040201005
398,97.3502506265664
399,97.359375
400,97.12998456723
